1-Channel Fermionic Chain 
Lambda = 3.000, KEPT =  600, ITMAX =  30 
 
Iteration = 0 
---------------
 It.  #   2Sz   Q          E 
  8 226   -1    0   5.7250843727624341 
  8 227   -1   -2   5.7250843727624341 
  8 228   -2    1   5.7250843727624341 
  8 229    1    2   5.7250843727624341 
  8 230   -2   -1   5.7250843727624341 
  8 231    2   -1   5.7250843727624341 
  8 232   -1    2   5.7250843727624341 
  8 233    1    0   5.7250843727624341 
  8 234    0    1   5.7250843727624341 
  8 235    1   -2   5.7250843727624341 
  8 236    2    1   5.7250843727624341 
  8 237    0   -1   5.7250843730426899 
  8 238   -1    0   5.7250843730426899 
  8 239    1    0   5.7250843730426899 
  8 240    0    1   5.7250843730426899 
  8 241    1   -2   6.8555943803247024 
  8 242    2   -1   6.8555943803247024 
  8 243    0    3   6.8555943803247024 
  8 244    0   -1   6.8555943803247024 
  8 245    2    3   6.8555943803247024 
  8 246   -2    3   6.8555943803247024 
  8 247   -3   -2   6.8555943803247024 
  8 248    3   -2   6.8555943803247024 
  8 249    1    2   6.8555943803247024 
  8 250    0   -3   6.8555943803247024 
  8 251   -2   -3   6.8555943803247024 
  8 252   -1   -2   6.8555943803247024 
  8 253   -2   -1   6.8555943803247024 
  8 254    0    1   6.8555943803247024 
  8 255    2   -3   6.8555943803247024 
  8 256   -1    2   6.8555943803247024 
  8 257    3    2   6.8555943803247024 
  8 258   -3    0   6.8555943803247024 
  8 259   -2    1   6.8555943803247024 
  8 260    2    1   6.8555943803247024 
  8 261    3    0   6.8555943803247024 
  8 262   -1    0   6.8555943803247024 
  8 263   -3    2   6.8555943803247024 
  8 264    1    0   6.8555943803247024 
  8 265    2   -1   6.8555943804648365 
  8 266    0    1   6.8555943804648365 
  8 267    1   -2   6.8555943804648365 
  8 268   -2   -1   6.8555943804648365 
  8 269   -1    2   6.8555943804648365 
  8 270    1    2   6.8555943804648365 
  8 271   -1    0   6.8555943804648365 
  8 272    0   -1   6.8555943804648365 
  8 273    1    0   6.8555943804648365 
  8 274   -2    1   6.8555943804648365 
  8 275   -1   -2   6.8555943804648365 
  8 276    2    1   6.8555943804648365 
  8 277    0    1   6.8555943804648365 
  8 278    3    0   6.8555943804648365 
  8 279    0   -1   6.8555943804648365 
  8 280    0    3   6.8555943804648365 
  8 281    1    0   6.8555943804648365 
  8 282    0   -3   6.8555943804648365 
  8 283   -3    0   6.8555943804648365 
  8 284   -1    0   6.8555943804648365 
  8 285    0    1   6.8555943808973492 
  8 286    0   -1   6.8555943808973492 
  8 287   -1    0   6.8555943808973492 
  8 288    1    0   6.8555943808973492 
  8 289    0   -1   6.8555943813321063 
  8 290   -2   -1   6.8555943813321063 
  8 291    2   -1   6.8555943813321063 
  8 292   -1    2   6.8555943813321063 
  8 293   -1   -2   6.8555943813321063 
  8 294    1   -2   6.8555943813321063 
  8 295    0    1   6.8555943813321063 
  8 296    1    2   6.8555943813321063 
  8 297   -1    0   6.8555943813321063 
  8 298    1    0   6.8555943813321063 
  8 299    2    1   6.8555943813321063 
  8 300   -2    1   6.8555943813321063 
  8 301    0   -1   6.8555943818872080 
  8 302   -1    0   6.8555943818872080 
  8 303    1    0   6.8555943818872080 
  8 304    0    1   6.8555943818872080 
  8 305    0    1   6.9281289889136630 
  8 306    0    3   6.9281289889136630 
  8 307    0   -3   6.9281289889136630 
  8 308   -3    0   6.9281289889136630 
  8 309    1    0   6.9281289889136630 
  8 310    0   -1   6.9281289889136630 
  8 311    3    0   6.9281289889136630 
  8 312   -1    0   6.9281289889136630 
  8 313    1   -2   6.9281289894255691 
  8 314    0    1   6.9281289894255691 
  8 315   -1    0   6.9281289894255691 
  8 316    2    1   6.9281289894255691 
  8 317   -1    2   6.9281289894255691 
  8 318   -1   -2   6.9281289894255691 
  8 319    2   -1   6.9281289894255691 
  8 320   -2    1   6.9281289894255691 
  8 321   -2   -1   6.9281289894255691 
  8 322    1    0   6.9281289894255691 
  8 323    1    2   6.9281289894255691 
  8 324    0   -1   6.9281289894255691 
  8 325    0    1   6.9281289904469077 
  8 326   -1    0   6.9281289904469077 
  8 327    0   -1   6.9281289904469077 
  8 328    1    0   6.9281289904469077 
  8 329    1   -2   7.9861043892193297 
  8 330   -2    1   7.9861043892193297 
  8 331   -1   -2   7.9861043892193297 
  8 332    0    1   7.9861043892193297 
  8 333    1    0   7.9861043892193297 
  8 334   -1    2   7.9861043892193297 
  8 335    0   -1   7.9861043892193297 
  8 336    2   -1   7.9861043892193297 
  8 337   -2   -1   7.9861043892193297 
  8 338   -1    0   7.9861043892193297 
  8 339    2    1   7.9861043892193297 
  8 340    1    2   7.9861043892193297 
  8 341    1    0   7.9861043901981175 
  8 342    0    1   7.9861043901981175 
  8 343    0   -1   7.9861043901981175 
  8 344   -1    0   7.9861043901981175 
  8 345    0    1   8.0586393404303092 
  8 346    0   -1   8.0586393404303092 
  8 347   -3    0   8.0586393404303092 
  8 348    3    0   8.0586393404303092 
  8 349   -1    0   8.0586393404303092 
  8 350    0    3   8.0586393404303092 
  8 351    1    0   8.0586393404303092 
  8 352    0   -3   8.0586393404303092 
  8 353    1    2   8.0586393407686181 
  8 354    1    0   8.0586393407686181 
  8 355    0   -1   8.0586393407686181 
  8 356   -2   -1   8.0586393407686181 
  8 357    2   -1   8.0586393407686181 
  8 358   -1   -2   8.0586393407686181 
  8 359    1   -2   8.0586393407686181 
  8 360   -1    2   8.0586393407686181 
  8 361    0    1   8.0586393407686181 
  8 362    2    1   8.0586393407686181 
  8 363   -2    1   8.0586393407686181 
  8 364   -1    0   8.0586393407686181 
  8 365    0    1   8.0586393414465167 
  8 366    1    0   8.0586393414465167 
  8 367    0   -1   8.0586393414465167 
  8 368   -1    0   8.0586393414465167 
  8 369    0    1   8.0586396049992715 
  8 370    1    0   8.0586396049992715 
  8 371   -1    0   8.0586396049992715 
  8 372    0   -1   8.0586396049992715 
  8 373    1   -2   8.0586396058198968 
  8 374    1    2   8.0586396058198968 
  8 375    0    1   8.0586396058198968 
  8 376   -1   -2   8.0586396058198968 
  8 377    2   -1   8.0586396058198968 
  8 378   -1    0   8.0586396058198968 
  8 379    1    0   8.0586396058198968 
  8 380    0   -1   8.0586396058198968 
  8 381   -1    2   8.0586396058198968 
  8 382   -2   -1   8.0586396058198968 
  8 383    2    1   8.0586396058198968 
  8 384   -2    1   8.0586396058198968 
  8 385    1    2   8.0586396065993533 
  8 386   -1    0   8.0586396065993533 
  8 387   -1   -2   8.0586396065993533 
  8 388    1   -2   8.0586396065993533 
  8 389    1    0   8.0586396065993533 
  8 390   -2   -1   8.0586396065993533 
  8 391    2   -1   8.0586396065993533 
  8 392    2    1   8.0586396065993533 
  8 393    0    1   8.0586396065993533 
  8 394   -1    2   8.0586396065993533 
  8 395    0   -1   8.0586396065993533 
  8 396   -2    1   8.0586396065993533 
  8 397    1   -2   8.0586396071111377 
  8 398   -1   -2   8.0586396071111377 
  8 399    1    2   8.0586396071111377 
  8 400    0   -3   8.0586396071111377 
  8 401    1    0   8.0586396071111377 
  8 402    0    3   8.0586396071111377 
  8 403    0   -1   8.0586396071111377 
  8 404    0    1   8.0586396071111377 
  8 405   -3   -2   8.0586396071111377 
  8 406    3    0   8.0586396071111377 
  8 407   -1    2   8.0586396071111377 
  8 408   -2    3   8.0586396071111377 
  8 409    3   -2   8.0586396071111377 
  8 410   -3    0   8.0586396071111377 
  8 411    2    3   8.0586396071111377 
  8 412   -1    0   8.0586396071111377 
  8 413    2    1   8.0586396071111377 
  8 414   -2    1   8.0586396071111377 
  8 415   -2   -3   8.0586396071111377 
  8 416   -2   -1   8.0586396071111377 
  8 417    2   -3   8.0586396071111377 
  8 418   -3    2   8.0586396071111377 
  8 419    3    2   8.0586396071111377 
  8 420    2   -1   8.0586396071111377 
  8 421   -1   -2   8.0586396078494431 
  8 422    1    2   8.0586396078494431 
  8 423    0    1   8.0586396078494431 
  8 424   -4   -1   8.0586396078494431 
  8 425   -4    1   8.0586396078494431 
  8 426    0   -1   8.0586396078494431 
  8 427   -2   -1   8.0586396078494431 
  8 428    2   -1   8.0586396078494431 
  8 429   -1    4   8.0586396078494431 
  8 430    4    1   8.0586396078494431 
  8 431    1   -4   8.0586396078494431 
  8 432    1    0   8.0586396078494431 
  8 433   -1    2   8.0586396078494431 
  8 434   -1   -4   8.0586396078494431 
  8 435    1   -2   8.0586396078494431 
  8 436    2    1   8.0586396078494431 
  8 437    1    4   8.0586396078494431 
  8 438    4   -1   8.0586396078494431 
  8 439   -1    0   8.0586396078494431 
  8 440   -2    1   8.0586396078494431 
  8 441   -1    0   9.1891495866389779 
  8 442    1    0   9.1891495866389779 
  8 443    0    1   9.1891495866389779 
  8 444    0   -1   9.1891495866389779 
  8 445   -3    0   9.1891495866389779 
  8 446    3    0   9.1891495866389779 
  8 447    0   -3   9.1891495866389779 
  8 448    0    3   9.1891495866389779 
  8 449    2   -1   9.1891495866389779 
  8 450    0   -1   9.1891495866389779 
  8 451    1    0   9.1891495866389779 
  8 452    1    2   9.1891495866389779 
  8 453    2    1   9.1891495866389779 
  8 454    1   -2   9.1891495866389779 
  8 455   -2   -1   9.1891495866389779 
  8 456   -1   -2   9.1891495866389779 
  8 457   -1    0   9.1891495866389779 
  8 458    0    1   9.1891495866389779 
  8 459   -1    2   9.1891495866389779 
  8 460   -2    1   9.1891495866389779 
  8 461   -1    0   9.1891495867505757 
  8 462    0    1   9.1891495867505757 
  8 463    0   -1   9.1891495867505757 
  8 464    1    0   9.1891495867505757 
  8 465    0    1   9.1891496298601307 
  8 466    0   -1   9.1891496298601307 
  8 467   -1    0   9.1891496298601307 
  8 468    1    0   9.1891496298601307 
  8 469    1   -2   9.1891496306501566 
  8 470    1    0   9.1891496306501566 
  8 471    2    1   9.1891496306501566 
  8 472    2   -1   9.1891496306501566 
  8 473    1    2   9.1891496306501566 
  8 474    0   -1   9.1891496306501566 
  8 475   -1   -2   9.1891496306501566 
  8 476    0    1   9.1891496306501566 
  8 477   -2   -1   9.1891496306501566 
  8 478   -1    0   9.1891496306501566 
  8 479   -2    1   9.1891496306501566 
  8 480   -1    2   9.1891496306501566 
  8 481   -3    0   9.1891496313409426 
  8 482    0    3   9.1891496313409426 
  8 483    1    0   9.1891496313409426 
  8 484    3    0   9.1891496313409426 
  8 485    0    1   9.1891496313409426 
  8 486   -1    0   9.1891496313409426 
  8 487    0   -1   9.1891496313409426 
  8 488    0   -3   9.1891496313409426 
  8 489    0   -1   9.1891496314778589 
  8 490    0    1   9.1891496314778589 
  8 491   -1    0   9.1891496314778589 
  8 492    1    0   9.1891496314778589 
  8 493   -1   -2   9.1891496316708050 
  8 494   -2   -1   9.1891496316708050 
  8 495    0    1   9.1891496316708050 
  8 496   -2    1   9.1891496316708050 
  8 497   -1    0   9.1891496316708050 
  8 498    2    1   9.1891496316708050 
  8 499   -1    2   9.1891496316708050 
  8 500    1    2   9.1891496316708050 
  8 501    0   -1   9.1891496316708050 
  8 502    1   -2   9.1891496316708050 
  8 503    1    0   9.1891496316708050 
  8 504    2   -1   9.1891496316708050 
  8 505    0    3   9.1891496320515866 
  8 506   -1    2   9.1891496320515866 
  8 507   -2    1   9.1891496320515866 
  8 508    3    0   9.1891496320515866 
  8 509    3   -2   9.1891496320515866 
  8 510    1   -2   9.1891496320515866 
  8 511   -1    0   9.1891496320515866 
  8 512   -3   -2   9.1891496320515866 
  8 513    2   -1   9.1891496320515866 
  8 514   -2   -1   9.1891496320515866 
  8 515    2    3   9.1891496320515866 
  8 516   -2   -3   9.1891496320515866 
  8 517    2   -3   9.1891496320515866 
  8 518    0    1   9.1891496320515866 
  8 519    0   -1   9.1891496320515866 
  8 520    1    0   9.1891496320515866 
  8 521   -3    0   9.1891496320515866 
  8 522    1    2   9.1891496320515866 
  8 523    0   -3   9.1891496320515866 
  8 524   -1   -2   9.1891496320515866 
  8 525   -3    2   9.1891496320515866 
  8 526    3    2   9.1891496320515866 
  8 527   -2    3   9.1891496320515866 
  8 528    2    1   9.1891496320515866 
  8 529   -2   -1   9.1891496325832271 
  8 530    1    2   9.1891496325832271 
  8 531   -2    1   9.1891496325832271 
  8 532    1    0   9.1891496325832271 
  8 533    0    1   9.1891496325832271 
  8 534   -1    0   9.1891496325832271 
  8 535    0   -1   9.1891496325832271 
  8 536   -4   -1   9.1891496325832271 
  8 537   -4    1   9.1891496325832271 
  8 538   -1   -4   9.1891496325832271 
  8 539    1    4   9.1891496325832271 
  8 540    2    1   9.1891496325832271 
  8 541    1   -4   9.1891496325832271 
  8 542    4    1   9.1891496325832271 
  8 543   -1    4   9.1891496325832271 
  8 544    2   -1   9.1891496325832271 
  8 545   -1    2   9.1891496325832271 
  8 546    1   -2   9.1891496325832271 
  8 547    4   -1   9.1891496325832271 
  8 548   -1   -2   9.1891496325832271 
  8 549   -2   -1   9.1891496329326543 
  8 550    2   -1   9.1891496329326543 
  8 551    1   -2   9.1891496329326543 
  8 552    2   -3   9.1891496329326543 
  8 553   -2   -3   9.1891496329326543 
  8 554    3    0   9.1891496329326543 
  8 555    2    1   9.1891496329326543 
  8 556    2    3   9.1891496329326543 
  8 557   -3    0   9.1891496329326543 
  8 558    0    3   9.1891496329326543 
  8 559    0   -1   9.1891496329326543 
  8 560    3    2   9.1891496329326543 
  8 561    1    2   9.1891496329326543 
  8 562   -1    0   9.1891496329326543 
  8 563   -1    2   9.1891496329326543 
  8 564    0   -3   9.1891496329326543 
  8 565    3   -2   9.1891496329326543 
  8 566    1    0   9.1891496329326543 
  8 567   -3   -2   9.1891496329326543 
  8 568   -2    3   9.1891496329326543 
  8 569    0    1   9.1891496329326543 
  8 570   -1   -2   9.1891496329326543 
  8 571   -2    1   9.1891496329326543 
  8 572   -3    2   9.1891496329326543 
  8 573    1    0   9.1891496333177454 
  8 574   -1    0   9.1891496333177454 
  8 575    0    1   9.1891496333177454 
  8 576    0   -5   9.1891496333177454 
  8 577    5    0   9.1891496333177454 
  8 578   -5    0   9.1891496333177454 
  8 579    0    5   9.1891496333177454 
  8 580    3    0   9.1891496333177454 
  8 581    0    3   9.1891496333177454 
  8 582   -3    0   9.1891496333177454 
  8 583    0   -3   9.1891496333177454 
  8 584    0   -1   9.1891496333177454 
  8 585    1    0  10.3196596533888787 
  8 586    0   -1  10.3196596533888787 
  8 587   -1    0  10.3196596533888787 
  8 588    0    1  10.3196596533888787 
  8 589   -2    1  10.3196596536562097 
  8 590   -1    2  10.3196596536562097 
  8 591    0    1  10.3196596536562097 
  8 592    1    0  10.3196596536562097 
  8 593    1   -2  10.3196596536562097 
  8 594    2    1  10.3196596536562097 
  8 595   -2   -1  10.3196596536562097 
  8 596   -1   -2  10.3196596536562097 
  8 597    0   -1  10.3196596536562097 
  8 598   -1    0  10.3196596536562097 
  8 599    1    2  10.3196596536562097 
  8 600    2   -1  10.3196596536562097 

Elapsed Time =  0.04239 +  0.03544 + 0.04329 +  0.14049 =  0.26161 

Iteration = 9 
---------------
 It.  #   2Sz   Q          E 
--------------------------------------
  9   1    0    0   0.0000000000000000 
  9   2   -1   -1   0.5333683818239774 
  9   3    1   -1   0.5333683818239774 
  9   4   -1    1   0.5333683818239774 
  9   5    1    1   0.5333683818239774 
  9   6    0    2   1.0667367636479905 
  9   7    2    0   1.0667367636479905 
  9   8    0   -2   1.0667367636479905 
  9   9    0    0   1.0667367636479905 
  9  10   -2    0   1.0667367636479905 
  9  11    0    0   1.0667367636479905 
  9  12    1   -1   1.6001051454720363 
  9  13   -1   -1   1.6001051454720363 
  9  14    1    1   1.6001051454720363 
  9  15   -1    1   1.6001051454720363 
  9  16   -1    1   1.9983255052914657 
  9  17    1   -1   1.9983255052914657 
  9  18   -1   -1   1.9983255052914657 
  9  19    1    1   1.9983255052914657 
  9  20    0    0   2.1334735272961067 
  9  21   -2   -2   2.5316938871156633 
  9  22   -2    2   2.5316938871156633 
  9  23    2    2   2.5316938871156633 
  9  24    0    2   2.5316938871156633 
  9  25    2    0   2.5316938871156633 
  9  26    0   -2   2.5316938871156633 
  9  27   -2    0   2.5316938871156633 
  9  28    0    0   2.5316938871156633 
  9  29    2   -2   2.5316938871156633 
  9  30    2    0   2.5316938871156633 
  9  31    0    2   2.5316938871156633 
  9  32    0    0   2.5316938871156633 
  9  33   -2    0   2.5316938871156633 
  9  34    0   -2   2.5316938871156633 
  9  35    0    0   2.5316938871156633 
  9  36    0    0   2.5316938871156633 
  9  37   -1    1   3.0650622689399518 
  9  38    1    1   3.0650622689399518 
  9  39   -1    1   3.0650622689399518 
  9  40   -3    1   3.0650622689399518 
  9  41    3   -1   3.0650622689399518 
  9  42    1    3   3.0650622689399518 
  9  43    3    1   3.0650622689399518 
  9  44    1   -3   3.0650622689399518 
  9  45    1   -1   3.0650622689399518 
  9  46   -1   -3   3.0650622689399518 
  9  47   -1   -1   3.0650622689399518 
  9  48   -1   -1   3.0650622689399518 
  9  49   -1    3   3.0650622689399518 
  9  50   -3   -1   3.0650622689399518 
  9  51    1    1   3.0650622689399518 
  9  52    1   -1   3.0650622689399518 
  9  53    1    1   3.0650622689399518 
  9  54   -1    1   3.0650622689399518 
  9  55   -1   -1   3.0650622689399518 
  9  56    1   -1   3.0650622689399518 
  9  57   -1    1   3.0650622689399518 
  9  58    1    1   3.0650622689399518 
  9  59   -1   -1   3.0650622689399518 
  9  60    1   -1   3.0650622689399518 
  9  61    0    0   3.5984306507642634 
  9  62    2    0   3.5984306507642634 
  9  63   -2    2   3.5984306507642634 
  9  64    2    2   3.5984306507642634 
  9  65    0   -2   3.5984306507642634 
  9  66   -2   -2   3.5984306507642634 
  9  67    0    0   3.5984306507642634 
  9  68    0    2   3.5984306507642634 
  9  69   -2    0   3.5984306507642634 
  9  70    2   -2   3.5984306507642634 
  9  71    0    2   3.5984306507642634 
  9  72    0    0   3.5984306507642634 
  9  73   -2    0   3.5984306507642634 
  9  74    2    0   3.5984306507642634 
  9  75    0    0   3.5984306507642634 
  9  76    0   -2   3.5984306507642634 
  9  77    0    0   3.9966510105945572 
  9  78    0    0   3.9966510105945572 
  9  79   -2    0   3.9966510105945572 
  9  80    2    0   3.9966510105945572 
  9  81    0    2   3.9966510105945572 
  9  82    0   -2   3.9966510105945572 
  9  83    1   -1   4.1317990325885541 
  9  84   -1   -1   4.1317990325885541 
  9  85    1    1   4.1317990325885541 
  9  86   -1    1   4.1317990325885541 
  9  87   -1   -1   4.5300193924238910 
  9  88    1    1   4.5300193924238910 
  9  89    3   -1   4.5300193924238910 
  9  90   -1   -1   4.5300193924238910 
  9  91    3    1   4.5300193924238910 
  9  92   -3    1   4.5300193924238910 
  9  93   -1    3   4.5300193924238910 
  9  94    1    1   4.5300193924238910 
  9  95   -3   -1   4.5300193924238910 
  9  96   -1   -3   4.5300193924238910 
  9  97    1    3   4.5300193924238910 
  9  98    1   -3   4.5300193924238910 
  9  99   -1    1   4.5300193924238910 
  9 100    1   -1   4.5300193924238910 
  9 101   -1    1   4.5300193924238910 
  9 102    1   -1   4.5300193924238910 
  9 103    1   -1   4.5300193924238910 
  9 104    1    1   4.5300193924238910 
  9 105   -1    1   4.5300193924238910 
  9 106   -1   -1   4.5300193924238910 
  9 107   -1   -1   4.5300193924238910 
  9 108   -1    1   4.5300193924238910 
  9 109    1   -1   4.5300193924238910 
  9 110    1    1   4.5300193924238910 
  9 111    0    0   5.0633877742589428 
  9 112    0    0   5.0633877742589428 
  9 113   -2    0   5.0633877742589428 
  9 114    0   -2   5.0633877742589428 
  9 115    0   -4   5.0633877742589428 
  9 116    2    0   5.0633877742589428 
  9 117    0    4   5.0633877742589428 
  9 118    0    2   5.0633877742589428 
  9 119    0    0   5.0633877742589428 
  9 120   -4    0   5.0633877742589428 
  9 121    4    0   5.0633877742589428 
  9 122    0    0   5.0633877742589428 
  9 123    2    0   5.0633877742589428 
  9 124    0   -2   5.0633877742589428 
  9 125    2    2   5.0633877742589428 
  9 126    2   -2   5.0633877742589428 
  9 127    0    2   5.0633877742589428 
  9 128   -2    2   5.0633877742589428 
  9 129   -2   -2   5.0633877742589428 
  9 130   -2    0   5.0633877742589428 
  9 131    0    0   5.0633877742589428 
  9 132    2    0   5.0633877742589428 
  9 133    0   -2   5.0633877742589428 
  9 134    0    0   5.0633877742589428 
  9 135    0    2   5.0633877742589428 
  9 136    2    2   5.0633877742589428 
  9 137    2   -2   5.0633877742589428 
  9 138   -2    0   5.0633877742589428 
  9 139   -2   -2   5.0633877742589428 
  9 140   -2    2   5.0633877742589428 
  9 141    2    0   5.0633877742589428 
  9 142    0   -2   5.0633877742589428 
  9 143   -2    0   5.0633877742589428 
  9 144    0    0   5.0633877742589428 
  9 145    0    0   5.0633877742589428 
  9 146    0    2   5.0633877742589428 
  9 147   -1   -1   5.5967561560931713 
  9 148   -3    1   5.5967561560931713 
  9 149   -1    1   5.5967561560931713 
  9 150    1    3   5.5967561560931713 
  9 151    1   -1   5.5967561560931713 
  9 152    1    1   5.5967561560931713 
  9 153   -1   -3   5.5967561560931713 
  9 154    1   -3   5.5967561560931713 
  9 155   -3   -1   5.5967561560931713 
  9 156    3    1   5.5967561560931713 
  9 157   -1    3   5.5967561560931713 
  9 158    1   -1   5.5967561560931713 
  9 159   -1   -1   5.5967561560931713 
  9 160   -1    1   5.5967561560931713 
  9 161    1    1   5.5967561560931713 
  9 162    3   -1   5.5967561560931713 
  9 163   -1    1   5.5967561560931713 
  9 164   -1   -1   5.5967561560931713 
  9 165    1   -1   5.5967561560931713 
  9 166    1    1   5.5967561560931713 
  9 167   -1    1   5.5967561560931713 
  9 168   -1   -1   5.5967561560931713 
  9 169    1   -1   5.5967561560931713 
  9 170    1    1   5.5967561560931713 
  9 171    1    1   5.9949765166799356 
  9 172    1   -1   5.9949765166799356 
  9 173   -1   -1   5.9949765166799356 
  9 174   -1    1   5.9949765166799356 
  9 175    1   -1   5.9999997316202061 
  9 176   -1   -1   5.9999997316202061 
  9 177    1    1   5.9999997316202061 
  9 178   -1    1   5.9999997316202061 
  9 179    0   -2   6.1301245379406950 
  9 180    0    2   6.1301245379406950 
  9 181    2    0   6.1301245379406950 
  9 182   -2    0   6.1301245379406950 
  9 183    0    0   6.1301245379406950 
  9 184    0    0   6.1301245379406950 
  9 185    0    0   6.5283448977932794 
  9 186    0   -2   6.5283448993517164 
  9 187    2    0   6.5283448993517164 
  9 188   -2    0   6.5283448993517164 
  9 189    0    0   6.5283448993517164 
  9 190    0    0   6.5283448993517164 
  9 191    0    2   6.5283448993517164 
  9 192    2    0   6.5283448994777835 
  9 193    0    2   6.5283448994777835 
  9 194   -2    0   6.5283448994777835 
  9 195   -2    2   6.5283448994777835 
  9 196   -2   -2   6.5283448994777835 
  9 197    2    2   6.5283448994777835 
  9 198    0    0   6.5283448994777835 
  9 199    2   -2   6.5283448994777835 
  9 200    0   -2   6.5283448994777835 
  9 201    0   -2   6.5333681132706420 
  9 202    2   -2   6.5333681132706420 
  9 203   -2    0   6.5333681132706420 
  9 204    2    0   6.5333681132706420 
  9 205    2    2   6.5333681132706420 
  9 206    0    2   6.5333681132706420 
  9 207   -2   -2   6.5333681132706420 
  9 208    0    0   6.5333681132706420 
  9 209   -2    2   6.5333681132706420 
  9 210    0   -2   6.5333681144739852 
  9 211    0    0   6.5333681144739852 
  9 212    2    0   6.5333681144739852 
  9 213   -2    0   6.5333681144739852 
  9 214    0    0   6.5333681144739852 
  9 215    0    2   6.5333681144739852 
  9 216    0    0   6.5333681149887726 
  9 217   -1    1   7.0617132804194123 
  9 218   -1   -1   7.0617132804194123 
  9 219    1   -1   7.0617132804194123 
  9 220    1    1   7.0617132804194123 
  9 221   -1   -1   7.0617132804194123 
  9 222   -1    1   7.0617132804194123 
  9 223    1    1   7.0617132804194123 
  9 224    1   -1   7.0617132804194123 
  9 225    1    1   7.0617132815674113 
  9 226   -1    1   7.0617132815674113 
  9 227   -1    1   7.0617132815674113 
  9 228   -1   -1   7.0617132815674113 
  9 229    3    1   7.0617132815674113 
  9 230   -1   -3   7.0617132815674113 
  9 231    1   -1   7.0617132815674113 
  9 232   -3    1   7.0617132815674113 
  9 233    1   -3   7.0617132815674113 
  9 234   -1   -1   7.0617132815674113 
  9 235   -1    3   7.0617132815674113 
  9 236    3   -1   7.0617132815674113 
  9 237    1    3   7.0617132815674113 
  9 238   -3   -1   7.0617132815674113 
  9 239    1    1   7.0617132815674113 
  9 240    1   -1   7.0617132815674113 
  9 241   -1    1   7.0667364955600709 
  9 242    1   -1   7.0667364955600709 
  9 243   -1   -3   7.0667364955600709 
  9 244   -3    1   7.0667364955600709 
  9 245   -1   -1   7.0667364955600709 
  9 246    1    1   7.0667364955600709 
  9 247   -1    1   7.0667364955600709 
  9 248    1    3   7.0667364955600709 
  9 249   -1    3   7.0667364955600709 
  9 250   -3   -1   7.0667364955600709 
  9 251    3   -1   7.0667364955600709 
  9 252    1   -3   7.0667364955600709 
  9 253    1   -1   7.0667364955600709 
  9 254    3    1   7.0667364955600709 
  9 255    1    1   7.0667364955600709 
  9 256   -1   -1   7.0667364955600709 
  9 257    1   -1   7.0667364971452225 
  9 258   -1    1   7.0667364971452225 
  9 259   -1   -1   7.0667364971452225 
  9 260    1    1   7.0667364971452225 
  9 261    1   -1   7.0667364976842455 
  9 262   -1    1   7.0667364976842455 
  9 263    1    1   7.0667364976842455 
  9 264   -1   -1   7.0667364976842455 
  9 265    0    0   7.5950816615584014 
  9 266    2    0   7.5950816634743958 
  9 267    0   -2   7.5950816634743958 
  9 268    0    0   7.5950816634743958 
  9 269    0    0   7.5950816634743958 
  9 270   -2    0   7.5950816634743958 
  9 271    0    2   7.5950816634743958 
  9 272   -2    2   7.5950816637248177 
  9 273   -2    0   7.5950816637248177 
  9 274    0    2   7.5950816637248177 
  9 275    0    0   7.5950816637248177 
  9 276    2    2   7.5950816637248177 
  9 277    2    0   7.5950816637248177 
  9 278    2   -2   7.5950816637248177 
  9 279    0   -2   7.5950816637248177 
  9 280   -2   -2   7.5950816637248177 
  9 281    0   -2   7.6001048781778966 
  9 282   -2    2   7.6001048781778966 
  9 283   -2   -2   7.6001048781778966 
  9 284   -2    0   7.6001048781778966 
  9 285    2   -2   7.6001048781778966 
  9 286    0    0   7.6001048781778966 
  9 287    0    2   7.6001048781778966 
  9 288    2    0   7.6001048781778966 
  9 289    2    2   7.6001048781778966 
  9 290    0   -2   7.6001048792252508 
  9 291    0    0   7.6001048792252508 
  9 292    2    0   7.6001048792252508 
  9 293    0    0   7.6001048792252508 
  9 294   -2    0   7.6001048792252508 
  9 295    0    2   7.6001048792252508 
  9 296    0    0   7.6001048810643157 
  9 297    0    0   7.9933020226677893 
  9 298    0    0   7.9983252384298806 
  9 299   -2    2   7.9983252422654534 
  9 300   -2    0   7.9983252422654534 
  9 301    0    2   7.9983252422654534 
  9 302   -2   -2   7.9983252422654534 
  9 303    0    0   7.9983252422654534 
  9 304    2    2   7.9983252422654534 
  9 305    0   -2   7.9983252422654534 
  9 306    2    0   7.9983252422654534 
  9 307    2   -2   7.9983252422654534 
  9 308    0    0   7.9983252478883529 
  9 309    0   -2   7.9983252478883529 
  9 310    2    0   7.9983252478883529 
  9 311   -2    0   7.9983252478883529 
  9 312    0    2   7.9983252478883529 
  9 313    0    0   7.9983252478883529 
  9 314    1   -1   8.1284500446117516 
  9 315    1    1   8.1284500446117516 
  9 316   -1   -1   8.1284500446117516 
  9 317   -1    1   8.1284500446117516 
  9 318   -1    1   8.1334732604038962 
  9 319    1   -1   8.1334732604038962 
  9 320   -1   -1   8.1334732604038962 
  9 321    1    1   8.1334732604038962 
  9 322   -1    1   8.5266704048933839 
  9 323   -1   -1   8.5266704048933839 
  9 324    1    1   8.5266704048933839 
  9 325    1   -1   8.5266704048933839 
  9 326   -3    3   8.5316936198190110 
